Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,79.79293823242188,85.94999694824219,86.30999755859375,85.5,86.12999725341797,22483800
2018-01-03,80.16426849365234,86.3499984741211,86.51000213623047,85.97000122070312,86.05999755859375,26061400
2018-01-04,80.86982727050781,87.11000061035156,87.66000366210938,86.56999969482422,86.58999633789062,21912000
2018-01-05,81.87246704101562,88.19000244140625,88.41000366210938,87.43000030517578,87.66000366210938,23407100
2018-01-08,81.95602416992188,88.27999877929688,88.58000183105469,87.5999984741211,88.19999694824219,22113000
2018-01-09,81.90029907226562,88.22000122070312,88.7300033569336,87.86000061035156,88.6500015258789,19484300
2018-01-10,81.52896118164062,87.81999969482422,88.19000244140625,87.41000366210938,87.86000061035156,18652200
2018-01-11,81.77033233642578,88.08000183105469,88.12999725341797,87.23999786376953,88.12999725341797,17808900
2018-01-12,83.18144226074219,89.5999984741211,89.77999877929688,88.44999694824219,88.66999816894531,24271500
2018-01-16,82.02099609375,88.3499984741211,90.79000091552734,88.01000213623047,90.0999984741211,36599700
2018-01-17,83.6827621459961,90.13999938964844,90.27999877929688,88.75,89.08000183105469,25621200
2018-01-18,83.6456298828125,90.0999984741211,90.66999816894533,89.66000366210938,89.80000305175781,24159700
2018-01-19,83.55280303955078,90.0,90.61000061035156,89.66000366210938,90.13999938964844,36875000
2018-01-22,85.04743194580078,91.61000061035156,91.62000274658205,89.73999786376953,90.0,23601600
2018-01-23,85.31669616699219,91.9000015258789,92.3000030517578,91.54000091552734,91.9000015258789,23412800
2018-01-24,85.242431640625,91.81999969482422,93.43000030517578,91.58000183105467,92.5500030517578,33277500
2018-01-25,85.71586608886719,92.33000183105467,93.23999786376952,91.93000030517578,92.47000122070312,26383200
2018-01-26,87.32193756103516,94.05999755859376,94.05999755859376,92.58000183105467,93.12000274658205,29172200
2018-01-29,87.19195556640625,93.91999816894533,95.4499969482422,93.72000122070312,95.13999938964844,31569900
2018-01-30,86.09651184082031,92.73999786376952,93.66000366210938,92.0999984741211,93.3000030517578,38635100
2018-01-31,88.20388793945312,95.01000213623048,95.4000015258789,93.51000213623048,93.75,48756300
2018-02-01,87.50760650634766,94.26000213623048,96.06999969482422,93.58000183105467,94.79000091552734,47227900
2018-02-02,85.20527648925781,91.77999877929688,93.97000122070312,91.5,93.63999938964844,47867800
2018-02-05,81.69606018066406,88.0,93.23999786376952,88.0,90.55999755859376,51031500
2018-02-06,84.78754425048828,91.33000183105467,91.4800033569336,85.25,86.88999938964844,67998600
2018-02-07,83.19072723388672,89.61000061035156,91.7699966430664,89.19999694824219,90.48999786376952,41107600
2018-02-08,78.92024230957031,85.01000213623047,89.87999725341797,84.76000213623047,89.70999908447266,55628700
2018-02-09,81.8631591796875,88.18000030517578,88.93000030517578,83.83000183105469,86.30000305175781,63499100
2018-02-12,82.7451171875,89.12999725341797,89.77999877929688,87.93000030517578,88.73999786376953,35720300
2018-02-13,83.39497375488281,89.83000183105469,90.0,87.80000305175781,88.93000030517578,26407700
2018-02-14,84.70079040527344,90.80999755859376,90.98999786376952,88.41000366210938,88.51000213623047,34960900
2018-02-15,86.42632293701172,92.66000366210938,92.72000122070312,90.62000274658205,91.20999908447266,27823900
2018-02-16,85.81072998046875,92.0,93.5,91.8000030517578,92.4499969482422,30596900
2018-02-20,86.4822998046875,92.72000122070312,93.05999755859376,91.01000213623048,91.4800033569336,30911700
2018-02-21,85.33502960205078,91.48999786376952,93.36000061035156,91.48999786376952,92.9800033569336,26922500
2018-02-22,85.55889892578125,91.7300033569336,92.7300033569336,91.36000061035156,92.0500030517578,24392800
2018-02-23,87.73213958740234,94.05999755859376,94.06999969482422,92.36000061035156,93.5999984741211,26329200
2018-02-26,89.00065612792969,95.41999816894533,95.4499969482422,94.25,94.4000015258789,30199800
2018-02-27,87.86274719238281,94.1999969482422,95.83999633789062,94.1999969482422,95.73999786376952,25869100
2018-02-28,87.46165466308594,93.7699966430664,95.70999908447266,93.62999725341795,94.83999633789062,31167300
2018-03-01,86.6035385131836,92.8499984741211,94.56999969482422,91.83999633789062,93.98999786376952,37135600
2018-03-02,86.79010009765625,93.0500030517578,93.1500015258789,90.86000061035156,91.58000183105467,32830400
2018-03-05,87.34039306640625,93.63999938964844,94.2699966430664,92.26000213623048,92.33999633789062,23901600
2018-03-06,87.04192352294922,93.31999969482422,94.48999786376952,92.94000244140624,94.33999633789062,22175800
2018-03-07,87.54560089111328,93.86000061035156,93.94000244140624,92.43000030517578,93.16000366210938,26716100
2018-03-08,88.07723999023438,94.43000030517578,95.0999984741211,93.7699966430664,94.2699966430664,25887800
2018-03-09,90.04529571533203,96.54000091552734,96.54000091552734,95.0,95.29000091552734,36937300
2018-03-12,90.25983428955078,96.7699966430664,97.20999908447266,96.04000091552734,96.5,26073700
2018-03-13,88.05859375,94.41000366210938,97.23999786376952,93.97000122070312,97.0,35387800
2018-03-14,87.53627014160156,93.8499984741211,95.41000366210938,93.5,95.12000274658205,32132000
2018-03-15,87.84407043457031,94.18000030517578,94.58000183105467,92.83000183105467,93.52999877929688,27611000
2018-03-16,88.23583984375,94.5999984741211,95.37999725341795,93.91999816894533,94.68000030517578,49081300
2018-03-19,86.6408462524414,92.88999938964844,93.9000015258789,92.11000061035156,93.73999786376952,33344100
2018-03-20,86.86470031738281,93.12999725341795,93.7699966430664,93.0,93.0500030517578,23075200
2018-03-21,86.25843048095703,92.4800033569336,94.0500030517578,92.20999908447266,92.93000030517578,24457100
2018-03-22,83.74939727783203,89.79000091552734,91.75,89.66000366210938,91.2699966430664,38604700
2018-03-23,81.31500244140625,87.18000030517578,90.45999908447266,87.08000183105469,89.5,44068900
2018-03-26,87.47098541259766,93.77999877929688,94.0,90.4000015258789,90.61000061035156,56396800
2018-03-27,83.45093536376953,89.47000122070312,95.13999938964844,88.51000213623047,94.94000244140624,56569000
2018-03-28,83.37631225585938,89.38999938964844,91.2300033569336,88.87000274658203,89.81999969482422,52501100
2018-03-29,85.12984466552734,91.2699966430664,92.29000091552734,88.4000015258789,90.18000030517578,45867500
2018-04-02,82.56485748291016,88.5199966430664,90.87999725341795,87.51000213623047,90.47000122070312,48515400
2018-04-03,83.67479705810547,89.70999908447266,90.05000305175781,87.88999938964844,89.58000183105469,37213800
2018-04-04,86.11852264404297,92.33000183105467,92.76000213623048,87.7300033569336,87.8499984741211,35560000
2018-04-05,86.1651611328125,92.37999725341795,93.06999969482422,91.4000015258789,92.44000244140624,29771900
2018-04-06,84.1598129272461,90.2300033569336,92.45999908447266,89.4800033569336,91.48999786376952,38026000
2018-04-09,84.6634750366211,90.7699966430664,93.16999816894533,90.62000274658205,91.04000091552734,31533900
2018-04-10,86.6314926147461,92.87999725341795,93.27999877929688,91.63999938964844,92.38999938964844,26812000
2018-04-11,85.6801528930664,91.86000061035156,93.29000091552734,91.4800033569336,92.01000213623048,24872100
2018-04-12,87.284423828125,93.58000183105467,94.16000366210938,92.43000030517578,92.43000030517578,26758900
2018-04-13,86.81808471679688,93.08000183105467,94.18000030517578,92.44000244140624,94.0500030517578,23346100
2018-04-16,87.8347396850586,94.16999816894533,94.66000366210938,93.41999816894533,94.06999969482422,20288100
2018-04-17,89.60692596435547,96.06999969482422,96.54000091552734,94.87999725341795,95.0,26771000
2018-04-18,89.95203399658203,96.44000244140624,96.72000122070312,95.5199966430664,96.22000122070312,21043300
2018-04-19,89.64424896240234,96.11000061035156,97.06999969482422,95.33999633789062,96.44000244140624,23552500
2018-04-20,88.60891723632812,95.0,96.11000061035156,94.0500030517578,95.91000366210938,31154400
2018-04-23,88.93533325195312,95.3499984741211,96.29000091552734,94.62999725341795,95.73999786376952,22331800
2018-04-24,86.85540008544922,93.12000274658205,96.47000122070312,92.41000366210938,96.23999786376952,34524800
2018-04-25,86.09988403320312,92.30999755859376,93.3000030517578,90.27999877929688,93.3000030517578,33729300
2018-04-26,87.91866302490234,94.26000213623048,95.1500015258789,93.0999984741211,93.5500030517578,42529000
2018-04-27,89.37374877929688,95.81999969482422,97.9000015258789,93.91000366210938,97.5999984741211,48272800
2018-04-30,87.22846221923828,93.5199966430664,96.4000015258789,93.1500015258789,96.33000183105467,41523600
2018-05-01,88.60891723632812,95.0,95.29000091552734,92.79000091552734,93.20999908447266,31408900
2018-05-02,87.2191390991211,93.51000213623048,95.16999816894533,93.19000244140624,94.98999786376952,27471000
2018-05-03,87.7414779663086,94.06999969482422,94.93000030517578,92.4499969482422,92.95999908447266,31142500
2018-05-04,88.75814819335938,95.16000366210938,95.37000274658205,92.91999816894533,93.31999969482422,22531300
2018-05-07,89.74681854248047,96.22000122070312,96.70999908447266,95.0999984741211,95.16999816894533,24242000
2018-05-08,89.36441040039062,95.80999755859376,96.16000366210938,95.05999755859376,95.8499984741211,23484600
2018-05-09,90.41838836669922,96.94000244140624,96.97000122070312,95.0500030517578,96.01000213623048,27327400
2018-05-10,91.32313537597656,97.91000366210938,97.9499969482422,97.0500030517578,97.45999908447266,22388100
2018-05-11,91.12727355957033,97.6999969482422,97.87000274658205,97.04000091552734,97.8000030517578,16778300
2018-05-14,91.43506622314452,98.02999877929688,98.69000244140624,97.30999755859376,97.91999816894533,19454100
2018-05-15,90.77281188964844,97.31999969482422,97.8499984741211,96.33999633789062,97.23999786376952,24594000
2018-05-16,91.00702667236328,97.1500015258789,97.4000015258789,96.62000274658205,97.36000061035156,17384700
2018-05-17,90.09837341308594,96.18000030517578,97.54000091552734,95.83000183105467,96.76000213623048,17246700
2018-05-18,90.26698303222656,96.36000061035156,96.93000030517578,96.01000213623048,96.01000213623048,17865800
2018-05-21,91.42855834960938,97.5999984741211,98.01000213623048,96.8000030517578,97.0,19422500
2018-05-22,91.33490753173828,97.5,98.16999816894533,97.1999969482422,97.68000030517578,15441200
2018-05-23,92.42156219482422,98.66000366210938,98.7300033569336,96.31999969482422,96.70999908447266,21251200
