Date,adj_close
2010-01-31,13.166691780090332
2010-02-28,13.088677406311035
2010-03-31,14.090453147888184
2010-04-30,13.061346054077148
2010-05-31,12.065781593322754
2010-06-30,11.055061340332031
2010-07-31,12.046401977539062
2010-08-31,11.1810302734375
2010-09-30,13.063582420349121
2010-10-31,15.247760772705078
2010-11-30,13.806962966918945
2010-12-31,14.75755786895752
2011-01-31,14.916321754455566
2011-02-28,15.240307807922363
2011-03-31,14.57841968536377
2011-04-30,13.518506050109863
2011-05-31,13.143834114074707
2011-06-30,12.581328392028809
2011-07-31,14.999056816101074
2011-08-31,13.44049072265625
2011-09-30,12.796492576599121
2011-10-31,14.724512100219727
2011-11-30,14.892220497131348
2011-12-31,16.04779052734375
2012-01-31,14.413196563720703
2012-02-29,15.360809326171875
2012-03-31,15.93200969696045
2012-04-30,15.027877807617188
2012-05-31,14.431831359863281
2012-06-30,14.412202835083008
2012-07-31,15.72653579711914
2012-08-31,17.0214900970459
2012-09-30,18.74602508544922
2012-10-31,16.902481079101562
2012-11-30,17.3514404296875
2012-12-31,17.575298309326172
2013-01-31,18.775590896606445
2013-02-28,19.90631675720215
2013-03-31,19.732149124145508
2013-04-30,20.48695945739746
2013-05-31,21.646007537841797
2013-06-30,21.87334442138672
2013-07-31,22.056703567504883
2013-08-31,21.041763305664062
2013-09-30,21.762531280517578
2013-10-31,25.605405807495117
2013-11-30,26.32617950439453
2013-12-31,27.844743728637695
2014-01-31,29.34193992614746
2014-02-28,30.20358657836914
2014-03-31,27.704214096069336
2014-04-30,26.196565628051758
2014-05-31,27.849458694458008
2014-06-30,28.614971160888672
2014-07-31,28.431922912597656
2014-08-31,28.431922912597656
2014-09-30,28.718433380126953
2014-10-31,27.809167861938477
2014-11-30,26.951135635375977
2014-12-31,26.18363380432129
2015-01-31,26.5875301361084
2015-02-28,27.775344848632812
2015-03-31,27.258039474487305
2015-04-30,26.80118179321289
2015-05-31,26.540321350097656
2015-06-30,25.961740493774414
2015-07-31,31.203868865966797
2015-08-31,30.83677101135254
2015-09-30,30.346473693847656
2015-10-31,35.453433990478516
2015-11-30,37.039039611816406
2015-12-31,37.851043701171875
2016-01-31,37.056495666503906
2016-02-29,34.80302810668945
2016-03-31,37.15625
2016-04-30,34.56561279296875
2016-05-31,36.69588088989258
2016-06-30,34.520225524902344
2016-07-31,38.34532928466797
2016-08-31,38.258544921875
2016-09-30,38.769290924072266
2016-10-31,39.13090515136719
2016-11-30,37.809146881103516
2016-12-31,38.4964599609375
2017-01-31,39.74190139770508
2017-02-28,41.059661865234375
2017-03-31,41.37638854980469
2017-04-30,45.18703079223633
2017-05-31,48.124813079833984
2017-06-30,45.32518768310547
2017-07-31,46.41102600097656
2017-08-31,46.8514404296875
2017-09-30,47.83802032470703
2017-10-31,50.70747375488281
2017-11-30,50.94538879394531
2017-12-31,52.19182586669922
2018-01-31,58.353694915771484
2018-02-28,55.10118103027344
2018-03-31,51.46311569213867
2018-04-30,50.741886138916016
2018-05-31,54.116600036621094
2018-06-30,55.64584732055664
2018-07-31,60.713897705078125
2018-08-31,60.760284423828125
2018-09-30,59.52730941772461
2018-10-31,53.706607818603516
2018-11-30,54.58744430541992
2018-12-31,51.726966857910156
